Donor,Deflatorvalue
Humanitarian Initiative Just Relief Aid Organizaiton,1.0154
Humanitarian Initiative Just Relief Aid Organization,1.0154
Humanitarian Outcomes,1.0154
Humanitarian Policy and Conflict Research,1.0154
Humanitarian Policy Group,1.0154
Humanitarian Relief Foundation,1.0154
HumaniTerra InterNational,1.0154
Humanity Brotherhood Association  for Human Rights,1.0154
Humanity First,1.0154
Humanity First USA,1.0154
Humedia InterNational,1.0154
Humedica,1.0154
Hungarian Baptist  Aid Organisation,1.0154
Hungarian Interchurch Aid,1.0154
Hungarian Malteser Charity Service,1.0154
Hungarian Red Cross,1.0154
Hungary,0.9514
Hungary Red Cross,1.0154
Hunger Alert,1.0154
Hydration Technology Innovations,1.0154
"Hyogo Prefecture, Japan",1.0154
Hyundai Motor Company,1.0154
Hy-Vee Inc.,1.0154
IAM - InterNational Assistance Mission ,1.0154
Ibdesch Patenschaften,1.0154
"Ibero-American States Organization for Education, Science & Culture",1.0154
IBIS,1.0154
IBM,1.0154
IBN SINA,1.0154
Ibon Foundation,1.0154
ICASE,1.0154
ICCO - Interchurch organisation for development co-operation,1.0154
ICDO - InterNational Civil Defence Organisation ,1.0154
ICDP - InterNational Child Development Programme,1.0154
Iceland,1.1082
Iceland Red Cross,1.0154
Icelandic Church Aid,1.0154
Icelandic Crisis Response Unit,1.0154
Icelandic Red Cross,1.0154
ICI Pakistan,1.0154
ICIMOD,1.0154
ICMA - InterNational City/County Management Association,1.0154
ICMPD/IOM,1.0154
ICU,1.0154
IDDEALES,1.0154
IDE Myanmar,1.0154
IDRC,1.0154
IFRC Disaster Relief Emergency Fund,1.0154
IFTIIN Education and Development Association,1.0154
IGAD Partnership Forum,1.0154
Igarapé,1.0154
IHI - InterNational Humanitarian Initiative,1.0154
IHS,1.0154
IICD - InterNational Institute for Communication and Development,1.0154
IIDA Women's Development Organization,1.0154
Iimaan Relief and Development Organization,1.0154
IKEA Foundation,1.0154
I-LIFE,1.0154
ILP-InterNational Law and Policy Group,1.0154
ILR,1.0154
IMA,1.0154
Impact Forum Norway,1.0154
Imperial College,1.0154
Inasmuch Foundation,1.0154
INDE - Intercooperaçao e Desenvolvimento (Portuguese NGO),1.0154
Independent Commission for Human Rights,1.0154
Indesch Patenschaften,1.0154
India,1.009
India Red Cross,1.0154
Indian Red Cross Society,1.0154
Indivduell Mànniskohjàlp - Swedish NGO,1.0154
Indonesia,1.0439
Indonesia Red Crescent,1.0154
Indonesian Farmers Funds,1.0154
Indonesian Humanitarian Committee,1.0154
Indonesian Red Crescent Society,1.0154
INDONESIA-PALESTINE FRIENDSHIP INITIATIVE,1.0154
Indus Resource Centre,1.0154
Industri Energi (fagforbundet),1.0154
INETER,1.0154
Infineon Technologies,1.0154
InfoAsAid,1.0154
INFONOR,1.0154
Information Management and Mine Action Programs,1.0154
"Information Technology Outreach Services, U of Georgia",1.0154
ING Group Disaster Relief Fund,1.0154
Inglesia Morava,1.0154
Initiativ for Etisk Handel,1.0154
Initiative Congolaise pour la Gestion autonome des populations,1.0154
Initiative Development,1.0154
Initiative Developpement,1.0154
Initiative Développement,1.0154
Initiative Dritte Welt Braunau,1.0154
Initiative for Change,1.0154
Initiative for Development and Empowerment Axis,1.0154
INMED Partnership for Children,1.0154
Innovasjon Norge,1.0154
Innovative Development Organization,1.0154
Inprosula,1.0154
Insan Association,1.0154
INST. UNIV. DE HAUTES ETUDES INT.,1.0154
Institut Menzingen,1.0154
Institute for Human Rights and Business,1.0154
Institute for InterNational Co-operation and Development,1.0154
Institute for InterNational Social Affairs,1.0154
Institute for War and Peace Reporting,1.0154
Institute of Cultural Affairs Japan,1.0154
Institute of Development Studies,1.0154
"Institute of Human Rights Communication, Nepal ",1.0154
Institute of Water and Environment,1.0154
Instituto Cabo Verdiano de Accao Social Escolar,1.0154
Instituto Colombiano de Bienestar Familial,1.0154
Instituto de Directores de Mocambique,1.0154
Instituto de Estudios del Hambre ,1.0154
Instituto Dominicano de Desarrollo Integral ,1.0154
Instituto Sou da Paz,1.0154
Institutt for Journalistikk,1.0154
Institutt for Sosiologi og Samfunnsgeografi,1.0154
Integra LifeSciences Holdings Corporation,1.0154
Integrated Health Services,1.0154
Integrated Regional Information Network,1.0154
Integrated Rural Development and Nature Conservation,1.0154
Integrated Sustainable Livelihoods,1.0154
Integrationsrat,1.0154
Intel,1.0154
Inter Aide,1.0154
Inter Américain de Coopération Agricole ,1.0154
Inter Cooperation,1.0154
Inter Press Service,1.0154
Inter Religious Council,1.0154
InterAct,1.0154
InterAction,1.0154
Interaction in Development Foundation,1.0154
Inter-Actions,1.0154
Inter-American Development Bank,1.0154
Intercare,1.0154
Interchurch Medical Assistance,1.0154
Interchurch Organisation for Development Co-operation,1.0154
Intergov Authority on Development,1.0154
Intergov Authority on Development ,1.0154
Inter-Governmental Agency on Development,1.0154
Intergovernmental Organization,1.0154
Interkerkelijke Organisatie voor Ontwikkelingssamenwerking,1.0154
INTERMON,1.0154
Intermon Oxfam,1.0154
InterNational Action Network on Small Arms,1.0154
InterNational Agricultural Research Center,1.0154
InterNational Aid,1.0154
InterNational Aid Hand,1.0154
InterNational Aid Services,1.0154
InterNational Aid Services Denmark,1.0154
InterNational Air Transport Association,1.0154
InterNational Alert,1.0154
InterNational Alliances,1.0154
InterNational Assistance Mission,1.0154
InterNational Association for Maternal and Neonatal Health ,1.0154
InterNational Bank for Reconstruction & Development (World Bank),1.0154
InterNational Business Leaders Forum,1.0154
InterNational Campaign to Ban Landmines,1.0154
InterNational Catholic Migration Commission,1.0154
InterNational Center for Agricultural Research in Dry Areas ,1.0154
InterNational Center for Integrated Mountain Development,1.0154
"InterNational Centre for Diarrhoeal Disease Research, Bangladesh",1.0154
InterNational Centre for Migration Policy Development,1.0154
InterNational Centre for Transitional Justice,1.0154
InterNational Cities of Refuge Network,1.0154
InterNational Civil Defense Organisation,1.0154
InterNational Coalition to Ban Uranium Weapons,1.0154
InterNational Commission Against Impunity,1.0154
International Commission against the Death Penalty - ICDP,1.0154
InterNational Commission of Jurists,1.0154
InterNational Commission on Missing Persons,1.0154
InterNational Committee for the Development of Peoples,1.0154
InterNational Committee of the Red Cross,1.0154
InterNational Corn Foundation,1.0154
InterNational Council of Voluntary Agencies,1.0154
InterNational Council on Human Rights Policy,1.0154
InterNational Criminal Court,1.0154
InterNational Criminal Police Organization - INTERPOL,1.0154
InterNational Criminal Tribunal for Rwanda,1.0154
InterNational Crisis Group,1.0154
InterNational Dalit Solidarity Network,1.0154
InterNational Development and Relief Foundation,1.0154
InterNational Development Enterprises,1.0154
InterNational Development Law Organisation,1.0154
InterNational Dispensary Association,1.0154
InterNational Emergency and Development Aid,1.0154
InterNational Emergency and Development Aid Relief,1.0154
InterNational Federation of Human Rights,1.0154
InterNational Federation of Journalist,1.0154
InterNational Federation of Journalists,1.0154
InterNational Federation of Red Cross and Red Crescent Societies,1.0154
InterNational Foundation for Education and Self Help,1.0154
InterNational Foundation for Election Systems,1.0154
InterNational Fund for Agricultural Development ,1.0154
InterNational Health Partners,1.0154
InterNational HIV/AIDS Alliance,1.0154
InterNational Human Rights Law Group,1.0154
InterNational Humanitarian City,1.0154
InterNational Humanitarian Fact-Finding Commission,1.0154
InterNational Humanitarian Fund LIBA,1.0154
InterNational Humanitarian Partnership,1.0154
InterNational Humanitarian Service,1.0154
InterNational Humanitarian Service ,1.0154
InterNational IDEA,1.0154
International Initiative for Impact Evaluation (3ie),1.0154
InterNational Institute for Democracy and Electoral Assistance - InterNational IDEA,1.0154
InterNational Institute of Humanitarian Law,1.0154
InterNational Institute of Rural Reconstruction ,1.0154
InterNational Institute of Tropical Agriculture,1.0154
InterNational Institute of Tropical Agriculture ,1.0154
International Islamic Charitable Organization,1.0154
InterNational Islamic Charity Organization,1.0154
InterNational Islamic Relief,1.0154
International Islamic Relief Organization,1.0154
InterNational Labour Organization,1.0154
InterNational Lifeline Fund,1.0154
InterNational Maritime Organization,1.0154
InterNational Media Support,1.0154
InterNational Medical Corps,1.0154
InterNational Medical Corps UK,1.0154
InterNational Medical Support Services,1.0154
InterNational Movement ATD Fourth World,1.0154
InterNational News Safety Institute,1.0154
International NGO Safety Organisation,1.0154
InterNational NGO Training and Research Centre,1.0154
"InterNational Nothilfe e.V., Coswig",1.0154
InterNational Olympic Committee,1.0154
InterNational Organization for Migration,1.0154
InterNational Orthodox Christian Charities,1.0154
InterNational Paper,1.0154
InterNational Partnership for Human Development,1.0154
InterNational Peace Academy,1.0154
InterNational Peace and Cooperation Center (IPCC),1.0154
InterNational Peace Building Alliance/WSP InterNational,1.0154
InterNational Peace Research Institute,1.0154
"InterNational Pen, Writers in Prison Committee",1.0154
International Planned Parenthood Federation,1.0154
InterNational Planned Parenthood Federation Western Hemisphere Region ,1.0154
InterNational Potato Center,1.0154
InterNational Press Institute,1.0154
InterNational Programme for the Development of Communication,1.0154
InterNational Reading Association,1.0154
InterNational Rehabilitation Council of Tortured Victims,1.0154
InterNational Relief and Development,1.0154
InterNational Relief Solutions LLC,1.0154
InterNational Relief Teams,1.0154
InterNational Rescue Committee,1.0154
InterNational Resources Group,1.0154
InterNational Security Assistance Force,1.0154
InterNational Security Sector Advisory Team,1.0154
InterNational Service for Human Rights,1.0154
InterNational Strategy for Disaster Reduction,1.0154
"InterNational Strategy for Disaster Reduction, Africa",1.0154
International Talk Network Ltd,1.0154
InterNational Telecommunications Union,1.0154
InterNational Training Inc.,1.0154
InterNational Trust Fund for Demining and Victim Assistance ,1.0154
InterNational Volley-Ball Federation,1.0154
InterNational Voluntary Agencies,1.0154
International Volunteer Center of Yamagata,1.0154
InterNational Work Group for Indigenous Affairs,1.0154
InterNational Youth Foundation,1.0154
InterNationaler Verein für Frieden und Gerechtigkeit - Pro Humanitate e.V. Köln,1.0154
Internews,1.0154
Internews Europe,1.0154
Internews Network,1.0154
"INTERPAL, UK",1.0154
Interpeace,1.0154
INTERSOS,1.0154
"Interstate Products, Inc",1.0154
"INTERVIDA FOUNDATION, SPAIN",1.0154
Intervita,1.0154
Intl Humanitarian Org World View,1.0154
Inuit Circumpolar Conference,1.0154
InWent,1.0154
IOGT-NTO,1.0154
IOM / UNICEF / UNFPA,1.0154
IPYS - Instituto Prensa y Sociedad,1.0154
IQC TBD,1.0154
Iqra Cultural Center,1.0154
IRA Fund,1.0154
Iran,1.0154
Iran Red Crescent,1.0154
Iraq,0.8582
Iraq Trust Fund (OCHA),1.0154
Iraqi Handicapped Society,1.0154
Iraqi Red Crescent Society,1.0154
Iraqi Relief Organisation,1.0154
Iraqi Southern Sun Association,1.0154
Iraqi Youth League,1.0154
Ireland,1.0342
Ireland Aid Mission,1.0154
Ireland Red Cross,1.0154
"IRIS KIM, Inc.",1.0154
Irish Centre for Human Rights,1.0154
Irish Red Cross Society,1.0154
Irish Research Council for the humanities and Social Councils,1.0154
Irish Sri Lanka Trust Fund,1.0154
Irish UNMIL Battalion,1.0154
ISJ,1.0154
Islamic African Relief Agency,1.0154
Islamic Centre of Tucson,1.0154
Islamic Charity Association,1.0154
Islamic Commission of Care,1.0154
Islamic Development Bank,1.0154
Islamic Edu. Scien. Cultural Org.,1.0154
Islamic Help,1.0154
ISLAMIC HERITAGE SOCIETY,1.0154
Islamic Institute of Autism,1.0154
Islamic Medical Association,1.0154
Islamic Relief Pakistan,1.0154
Islamic Relief Worldwide,1.0154
ISLAMIC SHURA COUNCIL OF MICHIGAN,1.0154
ISP IN AFRICA,1.0154
ISPED,1.0154
ISRA - Islamic Relief Agency,1.0154
Israel,1.013
ISS - Institute for Security Studies,1.0154
Istanbul InterNational Brotherhood and Assistance Association,1.0154
ISTITUTO OIKOS ONLUS,1.0154
Italian Agency for Food Aid (AGEA),1.0154
Italian Consortium of Solidarity,1.0154
Italian Development Cooperation,1.0154
Italian Red Cross,1.0154
Italy,1.0126
Italy Red Cross,1.0154
ITF,1.0154
ITT Corporation,1.0154
IUED,1.0154
J. Smith Lanier & Co.,1.0154
J. Willard and Alice S. Marriott Foundation,1.0154
JAFS,1.0154
JAGAN. L.A.,1.0154
Jairos Jiri Association,1.0154
Jamaica,0.9545
Jamaica Red Cross,1.0154
Janus e.V,1.0154
Japan,1.1411
Japan Actions for Relief Center,1.0154
Japan Agency for Development and Emergency,1.0154
Japan America Society of Southern California,1.0154
Japan Asian Association and Asian Friendship Society,1.0154
Japan Association for Refugees,1.0154
Japan Association for UNHCR,1.0154
Japan Association for WFP,1.0154
Japan Center for Conflict Prevention,1.0154
Japan Committee for Refugee Relief,1.0154
Japan Disaster Relief,1.0154
Japan Emergency NGO,1.0154
Japan Emergency NGOs,1.0154
Japan International Cooperation Agency,1.0154
Japan Overseas Cooperation Volunteers,1.0154
Japan Rescue Association,1.0154
Japan Self Defense Forces,1.0154
Japan Society,1.0154
Japan-ASEAN Integration Fund,1.0154
Japanese Kindergarten Association,1.0154
Japanese NGOs,1.0154
Japanese Red Cross,1.0154
Japanese Red Cross Society,1.0154
Japanese Society of Georgia,1.0154
JASMAR,1.0154
JASMAR Human Security Organization,1.0154
JC Penny,1.0154
JCB,1.0154
JCS - Joint Christian Services,1.0154
Jefferies Group Inc,1.0154
Jemael-InterNational,1.0154
JEOP - Joint Emergency Operation,1.0154
JERSEY OVERSEAS AID,1.0154
Jesuit Refugee Service,1.0154
JHPIEGO,1.0154
JICA -  Japan InterNational Cooperation Agency,1.0154
JM Family Enterprises inc. and Southeast Toyota Distributors LLC,1.0154
Jmaaiat Al ayadi Albaidaa - Lebanon,1.0154
Johanniter Unfallhilfe e.V.,1.0154
John D. and Catherine T. MacArthur Foundation,1.0154
John Deere Foundation,1.0154
John Hopkins University,1.0154
"John S Connor, Inc",1.0154
John S. and James L. Knight Foundation,1.0154
John Snow InterNational,1.0154
Johnson & Johnson,1.0154
Johor Community Development Committee for Women and Family Development ,1.0154
Joint Christian Services InterNational,1.0154
"Joint Development Associates, USA",1.0154
Joint IDP Profiling Service,1.0154
Joint Mediation Support Team,1.0154
Joint Military Commission,1.0154
Joint Mine Action Coordination Team,1.0154
Joint Research Centre,1.0154
Joint Saudi Committee for Kosovo Relief/Skopje,1.0154
Joint Standards Initiative,1.0154
Jolie-Pitt Foundation,1.0154
Jones Lang LaSalle,1.0154
Jordan,1.022
JORDAN HASHEMITE CHARITY ORGANIZATION,1.0154
Jordan Health Aid Society,1.0154
Jordan National Red Crescent Society,1.0154
JORDAN RIVER FOUNDATION,1.0154
Jordanian Charity Association,1.0154
Jordanian Civil Defense,1.0154
Jordanian Hashemite Charity Organisation,1.0154
Jordanian Red Crescent,1.0154
Jordanian River Society,1.0154
JP Morgan Chase,1.0154
JPF - Japan Platform,1.0154
JSI,1.0154
JT InterNational Foundation,1.0154
JTS-Korea,1.0154
Juba Shine,1.0154
Jubaland Development Organization,1.0154
Jubbalandese Charity Centre,1.0154
Judicial System Monitoring Programme,1.0154
Juffali Foundation,1.0154
Juhaina for Industries,1.0154
Jungbu Annual Conference of the KMC,1.0154
JUPEDEC (United Youth for the Protection of the Environment and Community Development),1.0154
Juridisk rådgivning for kvinner,1.0154
Just Associates,1.0154
Justisdepartementet,1.0154
KAALO Relief and Development Organisation,1.0154
Kabakabiya Smallhoders Charitable Society,1.0154
KADECO,1.0154
Kadugli Interfaith Coalition,1.0154
KAFA,1.0154
Kaiser Permanente,1.0154
Kanz Humanitarian organization,1.0154
Karda Systems,1.0154
Karl Kubel Foundation for Children's Families,1.0154
"Karolinska Institutet, Department of Public Health Sciences",1.0154
Karuna Hpaan,1.0154
Karuna Myanmar Social Services,1.0154
Karuna Taungngu,1.0154
Katachel e.V,1.0154
Katholische Männerbewegung,1.0154
Kazakh Red Crescent Society,1.0154
Kazakhstan,0.7002
Kazakhstan Red Crescent,1.0154
KCI,1.0154
Kellogg Corporation,1.0154
Kenya,1.0294
Kenya Community Sports Foundation,1.0154
Kenya Land Alliance,1.0154
Kenya Red Cross,1.0154
Kenyan Red Cross Society,1.0154
Kepal Perempuan,1.0154
Keren Hayesod,1.0154
Kerk in Actie - Netherlands,1.0154
Kerkinactie - Netherlands,1.0154
KESI,1.0154
Key Stone,1.0154
KFUK/KFUM,1.0154
Khalifa Bin Zyed Al Nehayan Foundation,1.0154
Khalifa Foundation,1.0154
Khartoum Teaching Hospital,1.0154
Kher Khegara Tanzeem,1.0154
Khoo Teck Puat Foundation,1.0154
Khuram and Sarbagh Rehabilitation Organization,1.0154
Khushal Awareness and Development Organization,1.0154
Kids and Women Organization,1.0154
Kids in Distressed Situations,1.0154
Kim Seung-Jung,1.0154
Kimse Yok Mu Solidarity Foundation,1.0154
Kinder brauchen uns e.V,1.0154
KINDER USA,1.0154
Kinderberg InterNational e.V.,1.0154
Kinderdorf Pestalozzi,1.0154
Kindernothilfe e.V.,1.0154
"Kinetic Concepts, Inc.",1.0154
Kingdom Foundation,1.0154
Kings College London,1.0154
Kinross,1.0154
Kirkland & Ellis LLP,1.0154
KISIMA Peace and Development Organization,1.0154
Kissito Healthcare International,1.0154
"Kjemisk Forbund, Palestinagruppene",1.0154
Klaila Organisation,1.0154
Kleenheat Gas,1.0154
Knowledge for Iraqi Women Society ,1.0154
Kobü,1.0154
Kohl's Department Stores,1.0154
Kohsar Welfare and Educational Society,1.0154
Kolnische Franziskanerprovinz Bosnienhilfe,1.0154
Kölnische Franziskanerprovinz Von Den Heiligen Drei Königen,1.0154
Komitee Arzte,1.0154
Komitee Cap Anamur,1.0154
Kompetansesenteret for urfolksrettigheter,1.0154
Koperativ Agrikol Tibiwon,1.0154
Korea Buddhist Order Association,1.0154
Korea Campus Crusade for Christ,1.0154
Korea Food for the Hungry InterNational,1.0154
Korea Red Cross (DPR of) ,1.0154
Korea Red Cross (Republic of) ,1.0154
"Korea State Council, Lions Clubs InterNational",1.0154
